"Detroit-Warren-Dearborn, MI Metro Area",4342304,42.331427,-83.0457538
"Port Huron, Michigan",44187,42.9708634,-82.42491419999999
Niagara Falls,47993,43.0962143,-79.0377388
"Sault Ste Marie, MI Micro Area",36264,46.49771150000001,-84.3475876
"Calais, Maine",3126,45.1889633,-67.27860380000001

